entry_ts,exit_ts,side,setup,entry,risk_price,r_1x
2019-01-16 13:30:00+00:00,2019-01-17 02:00:00+00:00,1,NY,1291.006,1.6791,2.42588
2019-01-17 02:15:00+00:00,2019-01-17 03:15:00+00:00,1,NY,1295.278,2.4097,-1.083
2019-01-17 14:00:00+00:00,2019-01-18 13:00:00+00:00,-1,FVG,1291.365,3.8288,2.17993
2019-01-18 13:30:00+00:00,2019-01-18 15:00:00+00:00,-1,NY,1282.3,1.768,-1.11312
2019-01-18 15:15:00+00:00,2019-01-21 12:30:00+00:00,-1,NY,1284.089,2.6611,2.65278
2019-01-21 14:45:00+00:00,2019-01-25 14:00:00+00:00,1,FVG,1280.976,4.2888,2.36523
2019-01-25 14:30:00+00:00,2019-01-25 15:15:00+00:00,1,FVG,1291.422,2.0065,2.2538
2019-01-25 17:45:00+00:00,2019-01-28 14:15:00+00:00,1,NY,1297.996,3.1465,-0.06356
2019-01-28 15:00:00+00:00,2019-01-29 07:15:00+00:00,1,FVG,1302.44,2.2317,1.94929
2019-01-29 15:30:00+00:00,2019-01-31 12:15:00+00:00,1,FVG,1311.946,5.3188,2.26498
2019-01-31 14:00:00+00:00,2019-01-31 14:00:00+00:00,1,FVG,1325.547,1.7843,-1.11209
2019-02-01 13:30:00+00:00,2019-02-01 13:30:00+00:00,1,NY,1321.836,1.404,-1.14245
2019-02-01 13:45:00+00:00,2019-02-01 13:45:00+00:00,1,NY,1322.146,1.6994,-1.11769
2019-02-01 14:15:00+00:00,2019-02-01 15:00:00+00:00,1,NY,1321.523,4.9296,-1.04057
2019-02-05 10:45:00+00:00,2019-02-06 18:00:00+00:00,1,FVG,1313.872,2.6089,-1.07666
2019-02-08 10:30:00+00:00,2019-02-11 09:30:00+00:00,1,FVG,1311.274,3.4561,-1.05787
2019-02-13 15:00:00+00:00,2019-02-13 19:30:00+00:00,1,FVG,1313.599,5.527,-1.03619
2019-02-14 14:00:00+00:00,2019-02-19 08:15:00+00:00,1,NY,1311.418,5.9173,2.85804
2019-02-19 13:30:00+00:00,2019-02-20 01:15:00+00:00,1,NY,1332.241,3.9867,2.70803
2019-02-20 01:30:00+00:00,2019-02-20 03:30:00+00:00,1,NY,1343.942,1.2215,-0.16374
2019-02-20 03:45:00+00:00,2019-02-20 04:15:00+00:00,1,NY,1344.278,1.7565,-1.11387
2019-02-22 13:45:00+00:00,2019-02-22 15:00:00+00:00,1,FVG,1326.436,1.8508,1.93808
2019-02-25 10:15:00+00:00,2019-02-25 10:30:00+00:00,1,FVG,1330.494,1.5366,-1.13016
2019-02-25 14:00:00+00:00,2019-02-25 16:15:00+00:00,1,FVG,1331.262,3.4604,-1.0578
2019-02-25 16:30:00+00:00,2019-03-01 05:45:00+00:00,-1,NY,1327.484,5.3181,2.84355
2019-03-05 15:30:00+00:00,2019-03-05 20:15:00+00:00,-1,FVG,1282.62,5.3858,-1.03713
2019-03-07 13:30:00+00:00,2019-03-07 15:30:00+00:00,-1,NY,1285.302,2.4103,-1.08298
2019-03-07 16:45:00+00:00,2019-03-08 05:30:00+00:00,-1,NY,1285.022,4.2211,-1.04738
2019-03-08 15:00:00+00:00,2019-03-08 16:15:00+00:00,-1,FVG,1295.554,3.0161,-1.06631
2019-03-11 14:15:00+00:00,2019-03-12 10:00:00+00:00,-1,FVG,1293.614,4.2614,-1.04693
2019-03-12 13:00:00+00:00,2019-03-13 08:15:00+00:00,1,FVG,1298.626,3.3704,2.19143
2019-03-13 09:30:00+00:00,2019-03-13 12:15:00+00:00,1,FVG,1308.342,1.3063,-1.15311
2019-03-14 09:45:00+00:00,2019-03-14 10:15:00+00:00,-1,FVG,1298.916,1.8059,-0.11075
2019-03-14 13:15:00+00:00,2019-03-14 14:00:00+00:00,-1,FVG,1293.5,2.4832,-1.08054
2019-03-15 13:45:00+00:00,2019-03-17 23:15:00+00:00,1,FVG,1303.946,2.5127,-1.07959
2019-03-18 12:30:00+00:00,2019-03-18 15:30:00+00:00,1,NY,1305.248,1.3215,-1.15134
2019-03-19 00:15:00+00:00,2019-03-19 01:45:00+00:00,1,NY,1304.371,0.9445,1.7676
2019-03-19 02:00:00+00:00,2019-03-19 06:00:00+00:00,1,NY,1306.066,1.1177,-0.17894
2019-03-19 12:30:00+00:00,2019-03-19 12:30:00+00:00,1,FVG,1309.57,1.3707,-1.14591
2019-03-19 12:45:00+00:00,2019-03-19 14:15:00+00:00,1,NY,1308.497,1.5561,-0.12853
2019-03-19 14:30:00+00:00,2019-03-20 07:30:00+00:00,1,NY,1308.709,5.0199,-1.03984
2019-03-20 10:00:00+00:00,2019-03-20 12:15:00+00:00,1,FVG,1303.433,1.4782,1.9906
2019-03-20 12:30:00+00:00,2019-03-20 13:45:00+00:00,1,FVG,1306.891,1.6241,-0.12314
2019-03-20 14:00:00+00:00,2019-03-20 15:30:00+00:00,-1,FVG,1306.086,2.0432,2.13146
2019-03-21 12:45:00+00:00,2019-03-21 13:45:00+00:00,1,FVG,1318.302,4.048,-1.04941
2019-03-25 12:30:00+00:00,2019-03-26 05:00:00+00:00,1,NY,1319.181,3.075,-0.06504
2019-03-26 12:30:00+00:00,2019-03-26 13:45:00+00:00,1,FVG,1314.989,1.7957,-0.11138
2019-03-26 18:15:00+00:00,2019-03-27 07:45:00+00:00,1,NY,1316.979,3.6593,-1.05466
2019-03-27 17:15:00+00:00,2019-03-28 02:00:00+00:00,-1,NY,1311.643,1.7032,2.31657
2019-03-28 02:15:00+00:00,2019-03-28 05:00:00+00:00,-1,NY,1308.366,2.8089,-1.0712
2019-03-28 13:00:00+00:00,2019-03-28 13:00:00+00:00,-1,FVG,1300.182,2.3435,2.05623
2019-03-28 13:15:00+00:00,2019-03-29 06:30:00+00:00,-1,FVG,1294.475,2.7868,2.22854
2019-04-01 14:30:00+00:00,2019-04-04 18:00:00+00:00,-1,FVG,1291.648,5.6073,-0.03567
2019-04-08 12:30:00+00:00,2019-04-08 12:45:00+00:00,1,FVG,1299.766,1.2204,1.883
2019-04-08 13:00:00+00:00,2019-04-08 13:00:00+00:00,1,FVG,1303.502,1.5338,-1.13039
2019-04-08 14:00:00+00:00,2019-04-08 14:15:00+00:00,1,NY,1301.196,1.8058,-1.11076
2019-04-09 12:30:00+00:00,2019-04-10 01:00:00+00:00,1,NY,1304.944,2.0117,-1.09942
2019-04-10 13:45:00+00:00,2019-04-11 11:15:00+00:00,1,FVG,1305.984,3.4793,-1.05748
2019-04-11 12:30:00+00:00,2019-04-11 13:00:00+00:00,-1,FVG,1298.844,1.9446,1.95798
2019-04-12 13:00:00+00:00,2019-04-16 12:15:00+00:00,-1,FVG,1291.618,4.3414,2.32494
2019-04-16 12:45:00+00:00,2019-04-16 13:15:00+00:00,-1,FVG,1279.551,2.1667,2.01354
2019-04-16 13:30:00+00:00,2019-04-16 15:00:00+00:00,-1,FVG,1274.755,2.7483,-1.07277
2019-04-17 10:00:00+00:00,2019-04-22 03:15:00+00:00,-1,FVG,1275.387,4.1444,-1.04826
2019-04-22 12:45:00+00:00,2019-04-23 12:30:00+00:00,-1,FVG,1276.966,2.9871,2.1495
2019-04-23 13:00:00+00:00,2019-04-23 13:30:00+00:00,-1,FVG,1267.606,1.9732,-1.10136
2019-04-24 12:30:00+00:00,2019-04-24 14:15:00+00:00,-1,NY,1270.856,3.2173,-1.06216
