entry_ts,exit_ts,side,setup,entry,risk_price,r_1x
2025-10-06 14:00:00+00:00,2025-10-07 07:15:00+00:00,1,FVG,3944.95,19.2708,-0.01038
2025-10-07 13:15:00+00:00,2025-10-07 13:30:00+00:00,1,FVG,3983.645,9.5266,-1.02099
2025-10-09 13:15:00+00:00,2025-10-09 13:30:00+00:00,1,FVG,4056.04,22.9707,-1.00871
2025-10-10 12:30:00+00:00,2025-10-10 13:00:00+00:00,1,NY,3992.04,12.3754,-1.01616
2025-10-10 13:30:00+00:00,2025-10-10 13:45:00+00:00,1,NY,3992.765,11.4114,-1.01753
2025-10-10 15:15:00+00:00,2025-10-10 16:00:00+00:00,1,NY,4009.4,16.7705,-1.01193
2025-10-13 12:30:00+00:00,2025-10-13 16:00:00+00:00,1,NY,4083.98,9.1488,2.87539
2025-10-13 16:30:00+00:00,2025-10-13 19:00:00+00:00,1,NY,4110.035,12.6705,-1.01578
2025-10-13 19:15:00+00:00,2025-10-14 05:00:00+00:00,1,NY,4098.365,25.8525,2.96519
2025-10-15 14:30:00+00:00,2025-10-16 16:15:00+00:00,1,FVG,4206.18,30.9567,2.4664
2025-10-20 12:45:00+00:00,2025-10-20 13:30:00+00:00,1,FVG,4320.42,16.8279,-1.01189
2025-10-20 14:00:00+00:00,2025-10-20 18:30:00+00:00,1,NY,4301.165,20.065,2.94917
2025-10-20 18:45:00+00:00,2025-10-20 20:00:00+00:00,1,NY,4359.62,11.592,-0.01725
2025-10-21 13:15:00+00:00,2025-10-21 13:30:00+00:00,-1,FVG,4197.3,24.3802,-1.0082
2025-10-27 09:15:00+00:00,2025-10-27 14:15:00+00:00,-1,FVG,4036.41,16.0504,2.42648
2025-10-27 14:30:00+00:00,2025-10-29 07:45:00+00:00,-1,FVG,3998.93,53.134,-0.00376
2025-10-31 14:00:00+00:00,2025-10-31 16:00:00+00:00,-1,FVG,4016.535,11.2574,2.42161
2025-11-04 14:45:00+00:00,2025-11-04 14:45:00+00:00,-1,FVG,3931.125,17.1141,-1.01169
2025-11-06 13:30:00+00:00,2025-11-06 14:15:00+00:00,1,NY,4013.785,9.8398,-1.02033
2025-11-06 14:30:00+00:00,2025-11-07 16:30:00+00:00,-1,FVG,3991.8,28.5433,-1.00701
2025-11-11 13:30:00+00:00,2025-11-11 14:15:00+00:00,1,NY,4141.86,5.5333,-1.03614
2025-11-11 20:15:00+00:00,2025-11-12 01:30:00+00:00,1,NY,4127.71,7.8225,-0.02557
2025-11-12 01:45:00+00:00,2025-11-12 02:30:00+00:00,1,NY,4133.845,9.0311,-1.02215
2025-11-12 15:30:00+00:00,2025-11-12 17:30:00+00:00,1,FVG,4166.74,14.6527,2.44097
2025-11-14 13:30:00+00:00,2025-11-14 14:45:00+00:00,-1,FVG,4055.535,24.1446,-1.00828
2025-11-14 15:00:00+00:00,2025-11-19 05:15:00+00:00,-1,NY,4082.61,31.225,-0.00641
2025-11-19 10:15:00+00:00,2025-11-19 16:15:00+00:00,1,FVG,4111.48,34.011,-1.00588
2025-11-21 10:30:00+00:00,2025-11-21 12:45:00+00:00,-1,FVG,4032.5,33.6837,-1.00594
2025-11-24 15:15:00+00:00,2025-11-26 03:00:00+00:00,1,FVG,4092.59,30.1346,2.45562
2025-11-26 04:30:00+00:00,2025-11-26 06:30:00+00:00,1,NY,4157.71,10.5163,-1.01902
2025-11-26 13:30:00+00:00,2025-11-26 13:30:00+00:00,1,NY,4166.065,10.7834,-1.01855
2025-11-26 16:00:00+00:00,2025-11-27 01:15:00+00:00,1,NY,4165.645,10.6984,-1.01869
2025-11-28 14:15:00+00:00,2025-11-28 18:15:00+00:00,1,FVG,4192.08,11.7027,2.4201
2025-12-01 13:30:00+00:00,2025-12-01 14:00:00+00:00,1,NY,4257.225,11.28,-1.01773
2025-12-01 18:45:00+00:00,2025-12-02 01:00:00+00:00,1,NY,4242.66,24.1841,-1.00827
2025-12-02 14:15:00+00:00,2025-12-02 15:00:00+00:00,1,FVG,4223.815,11.6211,-1.01721
2025-12-04 14:15:00+00:00,2025-12-05 16:00:00+00:00,1,FVG,4205.145,22.3024,-0.00897
2025-12-08 18:15:00+00:00,2025-12-09 03:30:00+00:00,-1,NY,4189.315,9.5119,-1.02103
2025-12-09 03:45:00+00:00,2025-12-09 05:30:00+00:00,-1,NY,4194.015,3.8179,2.77998
2025-12-09 15:00:00+00:00,2025-12-09 15:00:00+00:00,1,FVG,4204.98,9.665,-1.02069
2025-12-11 14:00:00+00:00,2025-12-11 15:30:00+00:00,1,FVG,4221.215,11.4152,2.40736
2025-12-12 13:30:00+00:00,2025-12-12 15:15:00+00:00,1,FVG,4336.28,11.4191,-0.01751
2025-12-16 13:45:00+00:00,2025-12-16 14:15:00+00:00,1,FVG,4304.565,9.2191,2.39289
2025-12-16 14:30:00+00:00,2025-12-16 15:15:00+00:00,1,FVG,4325.875,11.2307,-1.01781
2025-12-16 16:15:00+00:00,2025-12-16 16:30:00+00:00,1,NY,4315.745,15.3936,-1.01299
2025-12-17 13:30:00+00:00,2025-12-18 17:00:00+00:00,1,NY,4328.305,22.3737,-0.00894
2025-12-19 13:30:00+00:00,2025-12-19 14:45:00+00:00,1,NY,4335.17,14.8596,-1.01346
2025-12-19 15:00:00+00:00,2025-12-22 01:00:00+00:00,1,NY,4332.935,12.8357,2.95949
2025-12-26 13:30:00+00:00,2025-12-26 17:15:00+00:00,1,NY,4518.12,15.906,-0.01257
2025-12-26 18:30:00+00:00,2025-12-28 23:00:00+00:00,1,NY,4519.31,7.5893,2.88668
2025-12-29 13:30:00+00:00,2025-12-29 15:00:00+00:00,-1,NY,4451.685,37.9305,2.97627
2025-12-29 15:30:00+00:00,2025-12-30 01:45:00+00:00,-1,FVG,4319.105,32.0695,-1.00624
2025-12-30 13:45:00+00:00,2025-12-30 16:45:00+00:00,-1,FVG,4379.15,13.5877,-0.01472
2025-12-30 17:15:00+00:00,2025-12-31 05:45:00+00:00,-1,NY,4373.34,32.3187,2.96225
