entry_ts,exit_ts,side,setup,entry,risk_price,r_1x
2022-01-03 13:30:00+00:00,2022-01-03 14:30:00+00:00,-1,FVG,1812.426,3.2543,2.15461
2022-01-03 17:00:00+00:00,2022-01-04 01:00:00+00:00,-1,NY,1800.575,5.9194,-1.03379
2022-01-04 03:30:00+00:00,2022-01-04 07:30:00+00:00,-1,NY,1804.595,2.2039,-1.09075
2022-01-04 14:15:00+00:00,2022-01-06 00:15:00+00:00,1,NY,1808.186,9.9319,-0.02014
2022-01-06 13:30:00+00:00,2022-01-06 14:30:00+00:00,-1,NY,1788.51,5.1349,-1.03895
2022-01-06 14:45:00+00:00,2022-01-11 03:15:00+00:00,-1,NY,1793.59,13.9836,-1.0143
2022-01-11 03:30:00+00:00,2022-01-11 04:00:00+00:00,1,NY,1807.92,2.202,-1.09083
2022-01-11 04:15:00+00:00,2022-01-11 10:15:00+00:00,1,NY,1805.9,2.0679,-0.09672
2022-01-18 14:00:00+00:00,2022-01-20 13:30:00+00:00,1,FVG,1819.895,10.9881,2.39739
2022-01-20 13:45:00+00:00,2022-01-21 08:15:00+00:00,1,FVG,1843.37,7.5213,-1.02659
2022-01-21 13:30:00+00:00,2022-01-21 18:30:00+00:00,1,NY,1838.67,7.6554,-1.02613
2022-01-24 13:30:00+00:00,2022-01-24 13:45:00+00:00,1,NY,1841.655,4.6819,-1.04272
2022-01-24 14:30:00+00:00,2022-01-24 14:30:00+00:00,1,NY,1839.565,2.6503,-1.07546
2022-01-24 17:45:00+00:00,2022-01-26 14:15:00+00:00,1,NY,1837.58,8.1093,-0.02466
2022-01-26 14:30:00+00:00,2022-01-26 19:00:00+00:00,-1,FVG,1835.145,4.3134,2.25078
2022-01-27 14:00:00+00:00,2022-01-27 14:30:00+00:00,-1,FVG,1799.775,4.9419,-1.04047
2022-01-28 11:15:00+00:00,2022-01-28 11:15:00+00:00,-1,FVG,1780.425,3.3466,-1.05976
