entry_ts,exit_ts,side,setup,entry,risk_price,r_1x
2021-01-04 13:30:00+00:00,2021-01-06 12:30:00+00:00,1,NY,1937.36,9.6012,-0.02083
2021-01-08 13:30:00+00:00,2021-01-08 14:45:00+00:00,-1,FVG,1885.534,9.3463,2.35615
2021-01-08 15:00:00+00:00,2021-01-08 17:30:00+00:00,-1,FVG,1864.826,10.3043,2.39567
2021-01-11 13:30:00+00:00,2021-01-11 14:30:00+00:00,-1,NY,1838.679,4.9806,-0.04016
2021-01-11 14:45:00+00:00,2021-01-12 05:30:00+00:00,-1,NY,1839.043,13.826,-1.01447
2021-01-12 13:45:00+00:00,2021-01-12 19:00:00+00:00,-1,FVG,1844.466,5.5286,-1.03618
2021-01-13 14:45:00+00:00,2021-01-14 17:45:00+00:00,-1,FVG,1852.86,10.3207,-0.01938
2021-01-15 14:00:00+00:00,2021-01-15 14:30:00+00:00,-1,FVG,1838.558,5.324,-1.03757
2021-01-15 15:30:00+00:00,2021-01-18 05:30:00+00:00,-1,FVG,1832.99,18.1984,-0.01099
2021-01-18 13:30:00+00:00,2021-01-18 16:15:00+00:00,-1,NY,1833.335,5.3671,-1.03726
2021-01-20 14:15:00+00:00,2021-01-20 14:45:00+00:00,1,FVG,1854.22,6.4115,-0.03119
2021-01-21 19:00:00+00:00,2021-01-22 02:45:00+00:00,1,NY,1867.76,5.8972,-1.03391
2021-01-22 10:45:00+00:00,2021-01-22 12:45:00+00:00,-1,FVG,1850.62,4.0574,2.2385
2021-01-22 14:00:00+00:00,2021-01-22 14:45:00+00:00,-1,NY,1843.085,6.2424,-1.03204
2021-01-25 11:00:00+00:00,2021-01-25 14:45:00+00:00,1,FVG,1863.06,3.7556,-1.05325
2021-01-25 23:30:00+00:00,2021-01-26 00:15:00+00:00,1,NY,1857.04,3.5328,-1.05661
2021-01-26 02:00:00+00:00,2021-01-26 07:30:00+00:00,1,NY,1858.56,5.4098,-1.03697
2021-01-27 15:00:00+00:00,2021-01-27 15:45:00+00:00,-1,FVG,1836.934,11.3738,-1.01758
2021-01-28 14:00:00+00:00,2021-01-28 16:45:00+00:00,1,FVG,1857.38,5.4724,-1.03655
