entry_ts,exit_ts,side,setup,entry,risk_price,allowed_side,window,R_1x,R_1x_chk,R_3x,R_5x
2020-04-14 12:30:00+00:00,2020-04-14 14:15:00+00:00,1,NY,1730.072,6.1616,1.0,selection,2.78058,2.78058,2.650743593871722,2.5209071877434432
2020-04-14 14:30:00+00:00,2020-04-14 14:45:00+00:00,1,FVG,1743.662,7.3921,1.0,selection,-1.02706,-1.02706,-1.1352836441606582,-1.243507288321316
2020-04-14 15:00:00+00:00,2020-04-15 06:30:00+00:00,1,NY,1732.017,14.8255,1.0,selection,-1.01349,-1.01349,-1.0674510805706385,-1.1214121611412768
2020-04-16 12:45:00+00:00,2020-04-16 13:15:00+00:00,1,NY,1728.95,9.9182,1.0,selection,-1.02016,-1.02016,-1.1008197971406102,-1.1814795942812204
2020-04-16 13:45:00+00:00,2020-04-16 16:15:00+00:00,1,NY,1727.142,8.2177,1.0,selection,-1.02434,-1.02434,-1.12169084025944,-1.21904168051888
2020-04-17 12:30:00+00:00,2020-04-17 14:30:00+00:00,1,NY,1696.53,11.9268,1.0,selection,-1.01677,-1.01677,-1.0838458292249387,-1.1509216584498776
2020-04-22 12:30:00+00:00,2020-04-22 17:00:00+00:00,1,NY,1698.097,6.0717,1.0,selection,2.88932,2.88932,2.757561184511751,2.6258023690235026
2020-04-22 17:15:00+00:00,2020-04-24 14:00:00+00:00,1,NY,1715.857,12.0312,1.0,selection,-0.01662,-0.01662,-0.08311378283130527,-0.14960756566261055
2020-04-27 12:45:00+00:00,2020-04-27 14:00:00+00:00,1,NY,1720.334,7.401,1.0,selection,-1.02702,-1.02702,-1.1351135008782598,-1.2432070017565195
2020-04-27 20:00:00+00:00,2020-04-27 23:15:00+00:00,1,NY,1717.791,8.4691,1.0,selection,-1.02362,-1.02362,-1.118081040724516,-1.2125420814490324
2020-04-28 09:30:00+00:00,2020-04-28 13:45:00+00:00,1,FVG,1711.677,6.1381,1.0,selection,-1.03258,-1.03258,-1.1629134908196348,-1.2932469816392695
2020-05-08 14:00:00+00:00,2020-05-08 14:45:00+00:00,1,FVG,1718.017,4.5962,1.0,selection,-1.04351,-1.04351,-1.2175668295548496,-1.3916236591096993
2020-05-11 12:30:00+00:00,2020-05-11 15:00:00+00:00,1,NY,1703.866,9.8711,1.0,selection,-1.02026,-1.02026,-1.1013046657414067,-1.1823493314828135
2020-05-14 14:00:00+00:00,2020-05-15 15:15:00+00:00,1,FVG,1731.585,6.0457,1.0,selection,2.43276,2.43276,2.3004345455447672,2.168109091089535
