entry_ts,exit_ts,side,setup,entry,risk_price,r_1x
2022-07-01 12:30:00+00:00,2022-07-01 13:00:00+00:00,-1,NY,1786.205,11.2044,-1.01785
2022-07-01 13:15:00+00:00,2022-07-01 13:30:00+00:00,-1,NY,1792.13,5.3764,-1.0372
2022-07-05 13:30:00+00:00,2022-07-05 14:00:00+00:00,-1,FVG,1793.58,4.9914,2.2671
2022-07-05 14:15:00+00:00,2022-07-06 13:45:00+00:00,-1,FVG,1774.285,7.6638,2.40083
2022-07-06 14:00:00+00:00,2022-07-12 01:00:00+00:00,-1,NY,1760.265,12.0117,2.88678
2022-07-13 13:00:00+00:00,2022-07-13 13:00:00+00:00,-1,FVG,1712.63,5.9712,-1.03349
2022-07-14 12:30:00+00:00,2022-07-14 13:45:00+00:00,-1,NY,1712.57,4.7075,2.82581
2022-07-14 14:00:00+00:00,2022-07-15 02:15:00+00:00,-1,NY,1702.62,13.989,-1.0143
2022-07-15 03:30:00+00:00,2022-07-15 04:15:00+00:00,-1,NY,1708.7,3.7079,-1.05394
2022-07-18 12:30:00+00:00,2022-07-18 12:45:00+00:00,-1,NY,1712.125,4.2512,-1.04704
2022-07-18 13:15:00+00:00,2022-07-21 06:15:00+00:00,-1,NY,1715.23,9.0499,2.84972
2022-07-21 09:15:00+00:00,2022-07-21 09:45:00+00:00,-1,FVG,1682.61,3.9629,-1.05047
2022-07-21 17:15:00+00:00,2022-07-22 13:45:00+00:00,1,NY,1713.885,6.1984,2.80963
2022-07-22 14:00:00+00:00,2022-07-22 15:30:00+00:00,1,FVG,1734.905,5.5154,-1.03626
2022-07-26 09:45:00+00:00,2022-07-26 12:30:00+00:00,-1,FVG,1719.13,3.0179,-0.06627
2022-07-27 13:00:00+00:00,2022-07-27 18:00:00+00:00,-1,FVG,1717.955,7.4496,-1.02685
2022-07-27 23:00:00+00:00,2022-07-28 13:15:00+00:00,1,NY,1735.8,5.7796,2.80621
2022-07-28 13:45:00+00:00,2022-07-28 13:45:00+00:00,1,FVG,1754.135,6.4393,-1.03106
2022-08-01 10:00:00+00:00,2022-08-01 12:30:00+00:00,1,FVG,1773.775,4.0588,-1.04928
2022-08-02 12:45:00+00:00,2022-08-02 13:15:00+00:00,1,FVG,1785.675,4.0021,-1.04997
2022-08-02 13:30:00+00:00,2022-08-02 18:00:00+00:00,1,NY,1778.235,9.6772,-1.02067
2022-08-03 12:45:00+00:00,2022-08-03 13:30:00+00:00,1,FVG,1771.27,4.1921,-1.04771
2022-08-04 14:15:00+00:00,2022-08-05 12:45:00+00:00,1,FVG,1786.205,13.77,-1.01452
2022-08-09 10:30:00+00:00,2022-08-10 13:30:00+00:00,1,FVG,1792.485,9.1343,-0.0219
2022-08-11 09:15:00+00:00,2022-08-11 15:00:00+00:00,1,FVG,1789.71,6.3168,-0.03166
2022-08-12 03:45:00+00:00,2022-08-12 08:45:00+00:00,1,NY,1791.52,5.3905,-1.0371
