entry_ts,exit_ts,side,setup,entry,risk_price,r_1x
2026-01-02 15:00:00+00:00,2026-01-02 18:00:00+00:00,-1,FVG,4353.55,16.5577,2.44776
2026-01-05 14:15:00+00:00,2026-01-06 18:15:00+00:00,1,FVG,4426.555,26.5522,2.46676
2026-01-08 15:30:00+00:00,2026-01-12 00:00:00+00:00,1,FVG,4447.965,41.3514,2.47781
2026-01-12 13:30:00+00:00,2026-01-12 14:00:00+00:00,1,FVG,4605.135,11.8416,-1.01689
2026-01-13 13:30:00+00:00,2026-01-13 15:15:00+00:00,1,FVG,4601.145,21.4293,-0.00933
2026-01-22 13:30:00+00:00,2026-01-22 13:30:00+00:00,1,NY,4827.82,14.5538,-1.01374
2026-01-22 14:15:00+00:00,2026-01-22 15:30:00+00:00,1,NY,4824.62,11.4777,2.87802
2026-01-22 15:45:00+00:00,2026-01-22 18:45:00+00:00,1,NY,4863.805,17.9779,2.94326
2026-02-02 16:00:00+00:00,2026-02-03 00:15:00+00:00,-1,NY,4619.65,180.6779,-1.00111
2026-02-03 23:15:00+00:00,2026-02-04 15:30:00+00:00,1,NY,4933.325,55.32,-0.00362
2026-02-09 15:00:00+00:00,2026-02-09 23:00:00+00:00,1,FVG,5038.005,44.3013,-1.00451
2026-02-11 11:00:00+00:00,2026-02-11 12:15:00+00:00,1,FVG,5093.5,15.045,-0.01329
2026-02-12 13:30:00+00:00,2026-02-12 13:45:00+00:00,1,FVG,5063.055,7.5996,2.38848
2026-02-12 14:30:00+00:00,2026-02-12 16:00:00+00:00,-1,FVG,5059.91,22.0179,2.44641
2026-02-13 11:15:00+00:00,2026-02-13 13:30:00+00:00,-1,FVG,4951.375,39.602,-1.00505
2026-02-16 13:30:00+00:00,2026-02-17 01:00:00+00:00,-1,NY,4994.265,23.9375,2.9599
2026-02-17 01:30:00+00:00,2026-02-18 13:00:00+00:00,-1,NY,4956.61,45.9214,-0.00436
2026-02-18 15:00:00+00:00,2026-02-18 23:00:00+00:00,1,FVG,4991.91,19.3364,-1.01034
2026-02-19 14:00:00+00:00,2026-02-20 15:00:00+00:00,1,FVG,4997.32,37.6992,-0.00531
2026-02-20 15:45:00+00:00,2026-02-22 23:45:00+00:00,1,NY,5045.58,40.1615,2.97361
2026-02-23 14:30:00+00:00,2026-02-23 14:45:00+00:00,1,FVG,5165.575,14.0162,2.45327
2026-02-23 15:00:00+00:00,2026-02-23 16:00:00+00:00,1,FVG,5192.89,16.1541,-1.01238
2026-02-24 15:00:00+00:00,2026-02-25 02:15:00+00:00,1,FVG,5128.1,26.0032,2.46337
2026-02-25 13:30:00+00:00,2026-02-25 20:45:00+00:00,1,NY,5188.205,34.0199,-1.00588
2026-02-26 00:45:00+00:00,2026-02-26 14:30:00+00:00,1,NY,5188.7,45.3264,-1.00441
2026-02-27 13:30:00+00:00,2026-02-27 13:30:00+00:00,1,FVG,5235.765,13.8521,-1.01444
2026-02-27 13:45:00+00:00,2026-02-27 20:45:00+00:00,1,NY,5216.92,16.0112,2.93629
