entry_ts,exit_ts,side,setup,entry,risk_price,r_1x
2021-07-01 14:30:00+00:00,2021-07-01 15:15:00+00:00,-1,FVG,1776.585,3.6162,2.17272
2021-07-05 12:30:00+00:00,2021-07-06 02:00:00+00:00,1,NY,1791.74,1.7853,2.58774
2021-07-06 03:45:00+00:00,2021-07-06 15:45:00+00:00,1,NY,1797.65,6.7794,-0.0295
2021-07-07 12:30:00+00:00,2021-07-07 13:15:00+00:00,1,NY,1808.79,5.5729,-1.03589
2021-07-07 14:00:00+00:00,2021-07-07 14:00:00+00:00,1,NY,1806.99,3.8326,-1.05218
2021-07-07 15:00:00+00:00,2021-07-07 15:15:00+00:00,1,NY,1805.835,2.7727,-1.07213
2021-07-09 12:30:00+00:00,2021-07-12 04:00:00+00:00,1,NY,1802.436,5.929,-0.03373
2021-07-12 13:00:00+00:00,2021-07-12 13:30:00+00:00,1,NY,1803.05,4.6212,-1.04328
2021-07-12 14:45:00+00:00,2021-07-15 06:00:00+00:00,1,NY,1806.35,8.4069,2.86202
2021-07-16 12:45:00+00:00,2021-07-16 14:15:00+00:00,1,NY,1823.74,8.4897,-1.02356
2021-07-19 12:30:00+00:00,2021-07-19 12:30:00+00:00,-1,NY,1795.705,4.1073,-1.04869
2021-07-19 12:45:00+00:00,2021-07-19 12:45:00+00:00,-1,NY,1802.995,4.9268,-1.04059
2021-07-20 09:30:00+00:00,2021-07-20 12:30:00+00:00,1,FVG,1815.755,3.1577,2.15402
2021-07-20 13:00:00+00:00,2021-07-20 14:30:00+00:00,1,FVG,1823.055,8.3292,-1.02401
2021-07-20 14:45:00+00:00,2021-07-23 11:30:00+00:00,-1,NY,1812.05,7.3959,2.83775
2021-07-26 12:30:00+00:00,2021-07-28 23:15:00+00:00,-1,NY,1803.0,7.1585,-1.02794
2021-07-28 23:45:00+00:00,2021-07-29 01:00:00+00:00,1,NY,1809.08,2.6282,2.55864
2021-07-29 02:15:00+00:00,2021-07-29 08:00:00+00:00,1,NY,1815.266,2.817,-0.071
2021-08-02 14:30:00+00:00,2021-08-04 14:15:00+00:00,1,FVG,1813.795,8.215,-0.02435
2021-08-04 14:30:00+00:00,2021-08-05 13:30:00+00:00,-1,FVG,1811.065,4.3984,2.25957
2021-08-05 13:45:00+00:00,2021-08-05 14:15:00+00:00,-1,NY,1800.64,4.6982,-1.04257
2021-08-05 14:30:00+00:00,2021-08-06 13:30:00+00:00,-1,NY,1803.58,11.6997,2.89914
